Date,Legist,Title,Content,num_legis,mum_sponsors,Term,substantiative_interest,pork_to_group,pork_to_district,sum,pork_bill
940318,吳敦義,軍人撫卹條例第十八條條文修正草案,落實軍人及眷屬之照顧（撫卹金）,5,49,601,1,1,0,2,1
940325,吳敦義,所得稅法第十七條條文修正草案,學費之特別扣除額應以每人所繳之學雜費為限,13,36,601,1,1,0,2,1
940401,吳敦義,所得稅法第十一條條文修正草案,保險人員申報時得扣除一定比例之業務必要費用,9,31,601,1,1,0,2,1
940506,吳敦義,土地稅法第二十八條之一條文修正草案,土地贈與文教基金會未能免爭土地增值稅，修正之,2,48,601,1,1,0,2,1
940506,吳敦義,敬老福利生活津貼暫行條例第三條條文修正草案,放寬請領資格之門檻,5,52,601,1,1,0,2,1
940527,吳敦義,洗錢防制法部分條文修正草案,給予法官較大權限；起訴期間禁止被告的高消費行為,1,65,601,0,0,0,0,0
940913,吳敦義,日據時代日本政府國庫券及債券處理條例草案,就是保障日據時代持有日本債券者,2,49,602,0,0,0,0,0
940916,吳敦義,大陸地區人民來臺從事觀光活動條例草案,開放大陸人民觀光，振興經濟,11,56,602,0,0,0,0,0
941021,吳敦義,限制欠稅人或欠稅營利事業負責人出境實施條例草案,現行法令僅為行政命令位階,13,32,602,0,0,0,0,0
941125,吳敦義,使用牌照稅法第七條條文修正草案,民營汽車駕駛人訓練機構之教練車亦應免徵使用牌照稅,2,52,602,1,1,0,2,1
951013,吳敦義,國有財產法第五十三條條文修正草案,100平以上非公用國有土地增加須經立院同意，避免賤賣國產,3,51,604,0,0,0,0,0
960118,吳敦義,公職人員選舉罷免法部分條文修正草案,有關候選人於投票日當天仍公開發佈攻擊對手之負面消息以及針對票數之計算作相當規範,5,53,604,0,0,0,0,0
960118,吳敦義,總統副總統選舉罷免法第三十四條及第六十三條條文修正草案,有關候選人票數差距在百分之一內時之驗票及相關規範,2,55,604,0,0,0,0,0
940325,林耘生,老年農民福利津貼暫行條例第四條條文修正草案,放寬請領資格之限制,4,32,601,1,1,0,2,1
940520,林耘生,菸害防制法修正草案,加強國內煙害防制，落實煙草控制框架公約之精神,4,52,601,0,0,0,0,0
940527,林耘生,全民健康保險法部分條文修正草案,將受刑人全面納入全民健保,9,50,601,1,1,0,2,1
940916,林耘生,農業發展條例刪除第三十一條及第三十九條條文修正草案,有關限制耕地所有權移轉登記之相關規定不盡合理且不公平，為保障農民權益，故刪除之,2,30,602,0,0,0,0,0
941007,林耘生,就業服務法部分條文修正草案,現行規定對於一般雇主之限制與罰則皆極重,1,31,602,1,1,0,2,1
941028,林耘生,公職人員選舉罷免法部分條文修正草案,選舉公報所登載候選人之學經歷常有浮誇欺瞞之嫌，嚴重侵害選民知的權利,2,34,602,0,0,0,0,0
941206,林耘生,民法親屬編第一千零五十九條條文修正草案,有關換姓的規定,2,37,602,0,0,0,0,0
941206,林耘生,警察人員管理條例第十七條條文修正草案,現行條文規定初任警察職務免予試用之標準不符實情,1,30,602,0,0,0,0,0
950111,林耘生,電信法第三十二條條文修正草案,明文規定基地台之設置地點,8,61,602,0,0,0,0,0
950331,林耘生,債務催收行為法草案,將債務催收行為導入法制管理,7,39,603,0,0,0,0,0
950421,林耘生,高級中學法第十二條條文修正草案,有關附屬高中校長遴選之規定不合理,2,38,603,0,0,0,0,0
951110,林耘生,道路交通管理處罰條例第九條之一條文修正草案,44條違反法律保留原則，應當明文規定,3,39,604,0,0,0,0,0
960608,林耘生,國防部組織法第十一條條文修正草案,國防科研機構位階太低,12,42,605,0,0,0,0,0
940401,湯火聖,農產品標示法草案,規範農產品標示不清之問題,3,36,601,0,0,0,0,0
950331,湯火聖,國防部軍備局組織條例第五條條文修正草案,明訂中山科學研究院組織定位,9,37,603,0,0,0,0,0
950331,湯火聖,國防部參謀本部組織條例第三條、第六條及第七條條文修正草案,配合國防法修正,9,38,603,0,0,0,0,0
950407,湯火聖,國軍老舊眷村改建條例部分條文修正草案,保留眷村文化及其經費,21,47,603,1,1,0,2,1
951027,湯火聖,兵役法第十七條條文修正草案,將補充兵之軍事訓練廢除,3,30,604,0,0,0,0,0
951222,湯火聖,老年農民福利津貼暫行條例第四條條文修正草案,放寬領取資格之限制,6,30,604,1,1,0,2,1
960413,湯火聖,農民健康保險條例第十九條條文修正草案,,5,32,605,1,1,0,2,1
960608,湯火聖,國防部組織法第十一條條文修正草案,國防科研機構位階太低,12,42,605,0,0,0,0,0
940318,陳志彬,菸酒稅法第八條條文修正草案,米酒恢復不課徵菸酒稅,6,32,601,1,1,0,2,1
940318,陳志彬,八二三戰役參戰官兵晚年生活照顧特別條例草案,照顧823抗戰榮民晚年生活,14,39,601,1,1,0,2,1
940325,陳志彬,所得稅法第十七條條文修正草案,學費之特別扣除額應以每人所繳之學雜費為限,13,36,601,1,1,0,2,1
940408,陳志彬,公教人員退休金特別條例草案,保障合法退休權益，配合政府再造，完善公教人員退休金預算編列,7,30,601,1,1,0,2,1
940408,陳志彬,宗教團體法草案,監督寺廟條例僅以佛、道教為為適用對象,5,48,601,0,0,0,0,0
940408,陳志彬,聽語師法草案,健全聽語師之輔導管理與培訓,5,46,601,0,0,0,0,0
940513,陳志彬,行政院原住民族委員會組織條例第十條條文修正草案,彰顯原住民族之主體性，強化民族代表之功能,4,40,601,0,0,0,0,0
941007,陳志彬,臺灣地區與大陸地區人民關係條例第三十八條條文修正草案,儘速建立兩岸貨幣清算機制,13,110,602,0,0,0,0,0
960118,陳志彬,農業發展條例第十八條、第三十七條及第三十八條條文修正草案,為避免各縣市對於應課徵稅負之標準認定不一，應明確規範追繳、課徵應納稅負,6,53,604,0,0,0,0,0
960118,陳志彬,遺產及贈與稅法第十七條及第二十條條文修正草案,為避免各縣市對於應課徵稅負之標準認定不一，應明確規範追繳、課徵應納稅負,8,52,604,0,0,0,0,0
960118,陳志彬,土地稅法第三十九條之二條文修正草案,為避免各縣市對於應課徵稅負之標準認定不一，應明確規範追繳、課徵應納稅負,8,53,604,0,0,0,0,0
960118,陳志彬,平均地權條例第四十五條條文修正草案,為避免各縣市對於應課徵稅負之標準認定不一，應明確規範追繳、課徵應納稅負,7,55,604,0,0,0,0,0
960413,陳志彬,老年農民福利津貼暫行條例第四條、第六條及第七條條文修正草案,提高金額,5,31,605,1,1,0,2,1
960413,陳志彬,敬老福利生活津貼暫行條例第三條及第十四條條文修正草案,提高金額,5,30,605,1,1,0,2,1
940311,何敏豪,監試法,監委難產，影響考生權益，提案廢監試法,3,50,601,0,0,0,0,0
940311,何敏豪,專門職業及技術人員考試法第二十五條條文修正草案,監委難產，影響考生權益，提案廢監試法,3,50,601,0,0,0,0,0
940311,何敏豪,公務人員考試法第十一條條文修正草案,監委難產，影響考生權益，提案廢監試法,3,50,601,0,0,0,0,0
940318,何敏豪,警察人員福利法草案,警察人員福利法制化,5,34,601,1,0,0,1,0
940318,何敏豪,性侵害犯罪防治法第八條條文修正草案,加強兒童、青少年自我保護之性知識,5,40,601,0,0,0,0,0
940318,何敏豪,所得稅法第十七條條文修正草案,適度增加保險費用的扣除額,4,33,601,1,1,0,2,1
940325,何敏豪,遊說法草案,使遊說遵循公開、透明程序,4,36,601,0,0,0,0,0
940401,何敏豪,行政院金融重建基金設置及管理條例部分條文修正草案,上屆有共識，但未完成立法程序,17,147,601,0,0,0,0,0
940401,何敏豪,學校教職員退休條例第二條條文修正草案,將涉及教職員之重要權利義務提升至本法規範,6,38,601,1,1,0,2,1
940401,何敏豪,學校教職員撫卹條例第二條條文修正草案,將涉及教職員之重要權利義務提升至本法規範,6,40,601,1,1,0,2,1
940401,何敏豪,所得稅法第十七條條文修正草案,電腦資訊設備支出列舉扣除額,4,37,601,1,1,0,2,1
940415,何敏豪,土地徵收條例第六十一條條文修正草案,土地徵收若未按計畫使用，其申請收回，亦應溯及適用,3,34,601,0,0,0,0,0
940422,何敏豪,臺灣地區與大陸地區人民關係條例第三十八條條文修正草案,將涉及銀行業務之條文，配合機關改制修正為行政院金管會,2,38,601,0,0,0,0,0
940422,何敏豪,濫發商業電子訊息管理法草案,避免垃圾郵件成為散播犯罪之溫床,4,31,601,0,0,0,0,0
940422,何敏豪,詐財案件緊急處理條例草案,賦予警察機關首長得令該犯罪案件相關金融業者，對金融帳戶進行必要限制,4,31,601,0,0,0,0,0
940513,何敏豪,八二三戰役義務役官兵晚年生活照顧特別條例草案,給予八二三戰役之官兵實質照顧和實惠,3,35,601,1,1,0,2,1
940520,何敏豪,敬老福利生活津貼暫行條例第三條條文修正草案,放寬請領資格之限制,5,55,601,1,1,0,2,1
940527,何敏豪,中華民國刑法第一百三十七條條文修正草案,對國家考試中舞弊者科以刑責,3,34,601,0,0,0,0,0
940527,何敏豪,娛樂稅法第二條條文修正草案,撞球、保齡球、高爾夫屬運動項目，免課娛樂稅,3,30,601,1,1,0,2,1
940913,何敏豪,勞工保險條例第三十條、第六十三條及第六十四條條文修正草案,延長保險給付請求權時效；放寬請領遺屬津貼規定,2,36,602,1,1,0,2,1
940913,何敏豪,兵役法部分條文修正草案,降低除役年齡，減少後備軍人列管人數,4,34,602,0,0,0,0,0
940923,何敏豪,印花稅法,建請廢止印花稅法,2,38,602,1,1,0,2,1
940930,何敏豪,國防法部分條文修正草案,現行法令不符民主國家完善法制建設所需,1,37,602,0,0,0,0,0
941007,何敏豪,殺傷性地雷管制條例草案,順應國際反地雷運動之潮流,11,62,602,0,0,0,0,0
941014,何敏豪,國家安全法第八條條文修正草案,現役軍人平時犯罪應由普通法院處理，戰時才依陸海空軍刑法,2,30,602,0,0,0,0,0
941028,何敏豪,道路交通管理處罰條例第三十一條條文修正草案,行駛高速公路後座乘客強制繫安全帶,5,39,602,0,0,0,0,0
941104,何敏豪,脊醫師法草案,國內欠缺脊骨神經醫學專業之明確規範,8,92,602,0,0,0,0,0
941111,何敏豪,工會法第十六條條文修正草案,消弭因國籍不同所產生之人權歧視,3,33,602,0,0,0,0,0
941223,何敏豪,公共債務法第四條條文修正草案,提高政府舉債上限,3,31,602,0,0,0,0,0
950331,何敏豪,民事更生法草案,保障債務人（卡爆族）生存權利與尊嚴,5,36,603,0,0,0,0,0
950331,何敏豪,國防部軍備局組織條例第五條條文修正草案,明訂中山科學研究院組織定位,9,37,603,0,0,0,0,0
950331,何敏豪,國防部參謀本部組織條例第三條、第六條及第七條條文修正草案,配合國防法修正,9,38,603,0,0,0,0,0
950407,何敏豪,國軍老舊眷村改建條例部分條文修正草案,保留眷村文化及其經費,21,47,603,1,1,0,2,1
950407,何敏豪,家事服務法草案,保障監護工與幫傭之權利與尊嚴，將其勞動法制化,7,43,603,0,0,0,0,0
950428,何敏豪,民法第一千零五十九條條文修正草案,姓名權為人格權之一種，如何命名為個人之自由,3,42,603,0,0,0,0,0
950512,何敏豪,能源稅條例草案,因應國際趨勢，鼓勵節約能源，達成溫室氣體減量,17,117,603,0,0,0,0,0
960112,何敏豪,職工福利金條例第二條條文修正草案,落實公營企業中之分紅精神，可避免其員工在虧損時仍享有優渥福利情形,3,41,604,0,0,0,0,0
960330,何敏豪,記帳士法第二條條文修正草案,領有記帳及報稅代理業務人證明書者，得換領記帳士證書,20,98,605,0,0,0,0,0
960427,何敏豪,加值型及非加值型營業稅法增訂第十五條之一條文草案,避免重複課稅,10,68,605,1,1,0,2,1
960504,何敏豪,社會救助法第四條條文修正草案,放寬低收入戶門檻,4,35,605,1,1,0,2,1
960511,何敏豪,耕地三七五減租條例修正草案,貫徹耕地租賃自由化、促進農業結構升級,5,32,605,0,0,0,0,0
960608,何敏豪,日據時代株式會社台灣銀行海外分支機構存款及匯款處理條例第四條及第六條條文修正草案,有利於這些存款人,2,30,605,1,1,0,2,1
961026,何敏豪,土木建設法草案,增建土木工程建設之許可制度、促進公共安全,8,41,606,0,0,0,0,0
940527,李明憲,聽語師法草案,建立聽語專業人員證照制度,7,43,601,0,0,0,0,0
940527,李明憲,促進產業升級條例第二十八條條文修正草案,看不懂@@,1,33,601,1,1,0,2,1
950512,李明憲,能源稅條例草案,因應國際趨勢，鼓勵節約能源，達成溫室氣體減量,17,117,603,0,0,0,0,0
960608,李明憲,特殊教育法修正草案,提高特殊教育預算等改革,12,42,605,1,1,0,2,1
940318,沈智慧,軍人撫卹條例第十八條條文修正草案,落實軍人及眷屬之照顧（撫卹金）,5,49,601,1,1,0,2,1
940318,沈智慧,行政院組織法第三條條文修正草案,落實軍人照顧，將退輔會改制為退伍軍人事務部,9,35,601,1,1,0,2,1
940318,沈智慧,菸酒稅法第八條條文修正草案,米酒恢復不課徵菸酒稅,6,32,601,1,1,0,2,1
940325,沈智慧,兩性工作平等法第十四條條文修正草案,女性受僱者生理假不應併入病假計算,4,32,601,0,0,0,0,0
940325,沈智慧,加值型及非加值型營業稅法第八條條文修正草案,農民自產自銷，因運送而有包裝必要之食品，免徵營業稅,1,38,601,1,1,0,2,1
940325,沈智慧,公寓大廈管理條例增訂第五十九條之一條文草案,設置公寓大廈爭議事件調理委員會,3,32,601,0,0,0,0,0
940325,沈智慧,民法親屬編第一千零五十二條條文修正草案,保障婦女於婚姻關係無法存續時之自主權,1,30,601,0,0,0,0,0
940325,沈智慧,地方制度法第八十二條條文修正草案,地方首長去職、辭職所遺任期，由該屆選舉人次高票者遞補,3,34,601,0,0,0,0,0
940325,沈智慧,退伍軍人福利法草案,竭力維護退伍軍人之福祉,11,35,601,1,1,0,2,1
940325,沈智慧,公職人員選舉罷免法第二十條條文修正草案,推動不在籍投票,4,41,601,0,0,0,0,0
940325,沈智慧,精神衛生法增訂第十二條之一條文草案,成立憂鬱症共同照護網,3,48,601,0,1,0,1,0
940325,沈智慧,所得稅法第十七條條文修正草案,學費之特別扣除額應以每人所繳之學雜費為限,13,36,601,1,1,0,2,1
940401,沈智慧,農民健康保險條例部分條文修正草案,以老農保險方式給付老農退休金,5,45,601,1,1,0,2,1
940401,沈智慧,警察人員管理條例第三十條條文修正草案,維護警員權益，使之有與公務員平等之福利,5,32,601,0,0,0,0,0
940401,沈智慧,公職人員選舉罷免法第三十八條條文修正草案,村里長選舉應比照其它公職選舉，繳納一定保證金,3,30,601,0,0,0,0,0
940408,沈智慧,公教人員退休金特別條例草案,保障合法退休權益，配合政府再造，完善公教人員退休金預算編列,7,30,601,1,1,0,2,1
940408,沈智慧,臺灣地區與大陸地區人民關係條例第六十八條條文修正草案,無人繼承之遺產軍祝榮民榮眷基金會，但僅限於該條例生效之前，似有不妥,1,34,601,1,1,0,2,1
940408,沈智慧,宗教團體法草案,監督寺廟條例僅以佛、道教為為適用對象,5,48,601,0,0,0,0,0
940408,沈智慧,聽語師法草案,健全聽語師之輔導管理與培訓,5,46,601,0,0,0,0,0
940408,沈智慧,菸酒稅法第二十二條條文修正草案,將煙品健康福利捐改為從價課收，以達以價制量之效，也可保障煙農,3,39,601,1,0,0,1,0
940415,沈智慧,電子廣告信件管理條例草案,對垃圾郵件問題提出管理辦法,3,33,601,0,0,0,0,0
940415,沈智慧,通訊投票法草案,選舉由戶籍制改為登記制，以利於不在籍之選民,4,30,601,0,0,0,0,0
940415,沈智慧,私有既成道路徵收補償處理條例草案,私有既成道路徵收補償經費由中央政府替地方政府全額負擔,4,30,601,1,0,1,2,1
940415,沈智慧,行政院組織法第三條條文修正草案,成立性別平等委員會,8,43,601,0,0,0,0,0
940415,沈智慧,銀行法第四十一條條文修正草案,銀行存款利率並未隨景氣不好而降，有不當得利之嫌,4,32,601,0,0,0,0,0
940415,沈智慧,公共電視法部分條文修正草案,賦予公視全程轉播立院議事現場不加任何評論之任務,2,50,601,0,0,0,0,0
940415,沈智慧,臺灣地區與大陸地區人民關係條例第九條條文修正草案,內政部要求提供赴大陸人事之資料，侵犯隱私權,3,35,601,0,1,0,1,0
940415,沈智慧,老人福利法第九條、第十二條及第二十五條條文修正草案,定義弄明確一點，另外小型機構亦可接受合理之補助,3,32,601,1,1,0,2,1
940422,沈智慧,農業發展條例第十八條條文修正草案,將興建農舍之所有面積限制放寬至0.1公頃，活絡農村發展,6,31,601,0,0,0,0,0
940422,沈智慧,游離輻射防護法部分條文修正草案,被禁止之商品，於改正後可繼續銷售或使用,2,31,601,0,0,0,0,0
940422,沈智慧,民法第二百零五條條文修正草案,民間金融消費利率大幅下降，但民法最高利率限制的規定尚未加以反應,7,37,601,0,0,0,0,0
940429,沈智慧,菸害防制法增訂第四條之一至第四條之六條文草案,採以價課徵之原則,3,30,601,1,0,0,1,0
940506,沈智慧,農會法增訂第四十九條之三條文草案,農會選任人員因公傷亡時，因發與醫療補助金及撫卹金,4,44,601,1,1,0,2,1
940506,沈智慧,菸害防制法修正草案,維護國人健康,4,35,601,0,0,0,0,0
940513,沈智慧,性侵害犯罪防治法第八條條文修正草案,本法未若其它相關法律般，有性侵害通報之規定，故修正之,3,34,601,0,0,0,0,0
940513,沈智慧,教師法第三十六條條文修正草案,將幼稚園專任教師退休、撫卹等相關權益納入本法適用之內,7,35,601,1,1,0,2,1
940520,沈智慧,老年農民福利津貼暫行條例第四條條文修正草案,軍公教及勞工皆放寬保險給付之限制，農民應該比照,5,45,601,1,1,0,2,1
940527,沈智慧,公益彩券發行條例第一條及第六條條文修正草案,彩券盈餘利用應公開透明，且要注挹地方單位，嘉惠百姓,8,40,601,0,0,0,0,0
940527,沈智慧,國民教育法部分條文修正草案,全面實施國民教育向下延伸一年,7,43,601,1,1,0,2,1
940527,沈智慧,農業發展條例第三十一條條文修正草,農地存在墳墓、土地公廟面積在八十平方公尺以下者，也能辦理所有權移轉,4,31,601,0,0,0,0,0
940527,沈智慧,八二三戰役參戰榮民晚年生活照顧特別條例草案,保障八二三戰役參戰榮民晚年生活,6,31,601,1,1,0,2,1
940527,沈智慧,身心障礙者保護法第三十一條條文修正草案,對於身障者工作機會的保障,5,39,601,1,1,0,2,1
940913,沈智慧,國營事業管理法部分條文修正草案,有效解決國營事業種種弊端,3,34,602,0,0,0,0,0
940913,沈智慧,日據時代日本政府國庫券及債券處理條例草案,就是保障日據時代持有日本債券者,2,49,602,1,1,0,2,1
940913,沈智慧,身心障礙者保護法增訂第七十三條之一條文草案,徹底落實保護身心障礙者之生活,5,40,602,0,0,0,0,0
940913,沈智慧,勞動基準法第五十六條條文修正草案,避免勞退基金虧損由全體納稅人承擔,4,39,602,0,0,0,0,0
940913,沈智慧,兩性工作平等法第十五條條文修正草案,延長陪產假由兩天為一週,5,30,602,0,0,0,0,0
940916,沈智慧,大陸地區人民來臺從事觀光活動條例草案,開放大陸人民觀光，振興經濟,11,56,602,0,0,0,0,0
941007,沈智慧,家庭暴力防治法部分條文修正草案,家暴法仍有不少缺失,27,112,602,0,0,0,0,0
941125,沈智慧,營造業法第三十一條條文修正草案,工地主任評定合格之定義，並規定工地主任應組織全國工地主任工會,6,70,602,0,0,0,0,0
950111,沈智慧,加值型及非加值型營業稅法第八條條文修正草案,盆栽屬於免稅項目之一,2,34,602,1,1,0,2,1
950111,沈智慧,電信法第三十二條條文修正草案,明文規定基地台設置地點,8,61,602,0,0,0,0,0
950310,沈智慧,政府採購法部分條文修正草案,公平、正義且有效率解決政府採購爭議,2,39,603,0,0,0,0,0
950317,沈智慧,農業發展條例刪除第三十一條及修正第三十九條條文草案,限定耕地所有權移轉登記之相關規定，嚴重影響農民權益,5,32,603,0,0,0,0,0
950407,沈智慧,社會秩序維護法增訂第七十九條之一條文草案,KTV、酒店等應提供代客叫車服務以避免酒駕，否則罰錢,2,43,603,0,0,0,0,0
950407,沈智慧,刑事訴訟法第三十一條及第三十五條條文修正草案,保障智能障礙者在刑事訴訟過程中之權益,3,39,603,0,0,0,0,0
950407,沈智慧,國防部總政治作戰局組織條例修正草案,提升國防部政治作戰局之組織位階,9,33,603,0,0,0,0,0
950421,沈智慧,民法親屬編施行法增訂第八條之一條文草案,落落長看不懂,2,41,603,0,0,0,0,0
950421,沈智慧,加值型及非加值型營業稅法第八條條文修正草案,使部分農產品批發市場符合免徵營業稅條件,6,43,603,1,1,0,2,1
950421,沈智慧,個人債務重生法草案,保障債權人財產之餘，並有效兼顧債務人經濟復甦更生,4,42,603,0,0,0,0,0
950421,沈智慧,民法親屬編部分條文修正草案,落落長看不懂,2,41,603,0,0,0,0,0
950421,沈智慧,債務催收行為法草案,平衡債權人、債務人權益，維護社會秩序,8,36,603,0,0,0,0,0
950421,沈智慧,全民健康保險法第八十七條之二條文修正草案,應編列預算補助經濟特殊困難者參加健保,4,42,603,1,1,0,2,1
950428,沈智慧,貿易法第二十條之二條文修正草案,我國農產品原產地之證書發放，未由具有農業背景之團體核發,4,30,603,0,0,0,0,0
950428,沈智慧,民法第一千零五十九條條文修正草案,姓名權為人格權之一種，如何命名為個人之自由,3,42,603,0,0,0,0,0
950428,沈智慧,民法親屬編施行法第八條條文修正草案,本條違反法律明確性原則,2,31,603,0,0,0,0,0
950428,沈智慧,破產法部分條文修正草案,謀求債權人公平受償、債務人經濟復甦更生的破產法,2,40,603,0,0,0,0,0
950428,沈智慧,停車場法增訂第三十九條之二條文草案,規定公有路外公共停車場佔用身心障礙位之罰則,5,40,603,1,1,0,2,1
950505,沈智慧,公路法第二十四條條文修正草案,現行公路徵收通行費年限往往憑行政機關變更延長，對用路人權益保障不足,4,36,603,0,0,0,0,0
950512,沈智慧,社會救助法第五條條文修正草案,很複雜，但我確定是分配政策,3,32,603,1,1,0,2,1
950512,沈智慧,消費者債務清理條例草案,積極保障卡奴權益，因為卡爆族無法適用破產法提出更生,8,45,603,0,0,0,0,0
950512,沈智慧,老人福利法修正草案,維護老人尊嚴、保障老人權益,17,60,603,1,1,0,2,1
950512,沈智慧,鐵路法第六十三條條文修正草案,以保險方式分擔鐵路運輸風險，保障旅客,5,42,603,0,0,0,0,0
950519,沈智慧,民事更生法草案,保障債務人生存權利與尊嚴,3,65,603,0,0,0,0,0
950519,沈智慧,司法人員人事條例部分條文修正草案,使申請破產及更生事件能更有效率處理,6,43,603,0,0,0,0,0
950519,沈智慧,保全業法第十條之二條文修正草案,現行規定保全應一個月接受四小時訓練，實行上有困難,1,33,603,0,0,0,0,0
950519,沈智慧,森林法第八條條文修正草案,讓先前不知情違法佔用公有林地之宗教團體，可取得所有權依法使用,5,36,603,1,1,0,2,1
950519,沈智慧,聽力師法草案,提升聽力專業人員素質與服務品質，將其納入管理,2,33,603,0,0,0,0,0
950519,沈智慧,法院組織法部分條文修正草案,使申請破產及更生事件能更有效率處理,6,41,603,0,0,0,0,0
950526,沈智慧,法院組織法第六十六條條文修正草案,延攬資深優良律師出任二審檢察官,4,75,603,0,0,0,0,0
950919,沈智慧,行政院農業委員會組織條例部分條文修正草案,增設動物保護處,5,34,604,0,0,0,0,0
950919,沈智慧,集會遊行法部分條文修正草案,將事前許可制改為事前報備制,6,40,604,0,0,0,0,0
950919,沈智慧,貿易法第十條條文修正草案,促進貿易自由化，免除逐案辦理簽證之手續,3,36,604,0,0,0,0,0
951013,沈智慧,公司法部分條文修正草案,修正代表訴訟之法律結構，以保障公私與股東權益,2,49,604,0,0,0,0,0
951013,沈智慧,道路交通管理處罰條例第十八條條文修正草案,行政機關附加母法所無之條件限制,3,51,604,0,0,0,0,0
951020,沈智慧,所得稅法第一百零八條及第一百零八條之一條文修正草案,滯報金應有合理最高額之限制,5,30,604,1,0,0,1,0
951020,沈智慧,財政收支劃分法第八條條文修正草案,解決地方財源困窘之難題,6,30,604,1,0,1,2,1
951020,沈智慧,道路交通管理處罰條例第五十六條條文修正草案,將長期佔用及欠繳停車費之車輛移至適當處所,3,54,604,0,0,0,0,0
951027,沈智慧,行政執行法第七條條文修正草案,該條第一項之除外規定使立法意旨無從貫徹,1,35,604,0,0,0,0,0
951027,沈智慧,稅捐稽徵法第二十三條條文修正草案,就納稅義務人時間未有明確規定，導致納稅義務人成為稅奴,1,37,604,0,0,0,0,0
951103,沈智慧,刑事訴訟法第二百七十三條之一及第二百八十四條之一條文修正草案,看不懂的司法改革,6,35,604,0,0,0,0,0
951103,沈智慧,刑事訴訟法第一百八十二條條文修正草案,新增心理師得拒絕因其業務知悉之證言,4,44,604,0,0,0,0,0
951103,沈智慧,道路交通管理處罰條例部分條文修正草案,推動緩執行、禁止不當連結、改採行政救濟等五項改革,3,41,604,0,0,0,0,0
951110,沈智慧,石油管理法第三十六條條文修正草案,將石油基金用於安全管理之措施,2,39,604,0,0,0,0,0
951117,沈智慧,心理師法部分條文修正草案,原條文過度限制心理師空間，且罰則總計高達16條,2,33,604,0,0,0,0,0
951124,沈智慧,有線廣播電視法增訂第三十五條之一條文草案,訂定相關換照之明確標準以供遵行,2,44,604,0,0,0,0,0
951124,沈智慧,道路交通管理處罰條例部分條文修正草案,太專業看不懂,3,35,604,0,0,0,0,0
951215,沈智慧,特殊境遇婦女家庭扶助條例名稱及部分條文修正草案,保障受家暴的男人,6,33,604,1,1,0,2,1
951222,沈智慧,勞工保險條例第十二條條文修正草案,使公營事業移轉民營後，員工之公保年資得以併計,9,35,604,1,1,0,2,1
